,Date,Study,Study Link,Journal,Severe,Severe lower bound,Severe upper bound,Severe p-value,Severe Significant,Severe Adjusted,Severe Calculated,Fatality,Fatality lower bound,Fatality upper bound,Fatality p-value,Fatality Significant,Fatality Adjusted,Fatality Calculated,Multivariate adjustment,Study Type,Sample Size,Study Population,Added on,Critical only,Discharged vs. death?
67,2020-04-09,High prevalence of obesity in severe acute respiratory syndrome coronavirus-2 (SARS-CoV-2) requiring invasive mechanical ventilation,https://doi.org/10.1002/oby.22831,Obesity (Silver Spring),OR=1.52,0.67,3.49,0.32,Not Significant,Not Adjusted,Extracted,,,,,,,,,Retrospective observational study,124,"Roger Salengro Hospital, at ""Centre Hospitalier Universitaire de  Lille”  (CHU  Lille,  France),  between  February  27th  and  April  5th,  2020",,Y,N
68,2020-04-01,Prediction for Progression Risk in Patients with COVID-19 Pneumonia: the CALL Score,http://doi.org/10.1093/cid/ciaa414,Clinical Infectious Diseases,OR 2.07,0.99,4.35,0.05,Not Significant,Not Adjusted,Calculated,,,,,,,,,Retrospective observational study,208,"Fuyang second people’s hospital or the fifth medical center of Chinese PLA general hospital from Jan 20, 2020 to Feb 22, 2020",,N,N
69,2020-04-07,The clinical characteristics of COVID-19: a retrospective analysis of 104 patients from the outbreak on board the Diamond Princess cruise ship in Japan,https://doi.org/10.1101/2020.03.18.20038125,medRxiv,OR: 1.48,0.56,3.88,0.43,Not Significant,Not Adjusted,Calculated,,,,,,,,,Retrospective observational study,104,Passengers and crew of Diamond Princess cruise ship,,N,N
70,2020-04-07,The relationship of COVID-19 severity with cardiovascular disease and its traditional risk factors: A systematic review and meta-analysis,https://doi.org/10.1101/2020.04.05.20054155,medRxiv,RR 1.73,1.5,2.01,,Significant,Not Adjusted,Extracted,,,,,,,,,Systematic review and meta-analysis,14 studies enrolling 49396 patients,"PubMed and Embase were searched for records published between December 1, 2019 and March 20, 2020.",,Y,N
71,2020-04-07,Validation of reported risk factors for disease classification and prognosis in COVID-19: a descriptive and retrospective study,https://doi.org/10.1101/2020.04.05.20053769,medRxiv,OR 3.33,1.49,7.47,<0.01,Significant,Not Adjusted,Calculated,,,,,,,,,Retrospective observational study,132,"Only those who had either recovered or died, from General Hospital of Central Theater Command from Jan 14 to March 14, 2020",,N,Y
72,2020-04-06,"Urinalysis, but not blood biochemistry, detects the early renal-impairment in patients with COVID-19",https://doi.org/10.1101/2020.04.03.20051722,medRxiv,OR 3.44,1.76,6.74,<0.01,Significant,Not Adjusted,Calculated,,,,,,,,,Retrospective observational study,178,"Tongji Medical College, Huazhong University of Science and Technology, from February 02 to February 29, 2020",,Y,N
73,2020-04-03,History of coronary heart disease increases the mortality rate of COVID-19 patients: a nested case-control study,https://doi.org/10.1101/2020.03.23.20041848,medRxiv,,,,,,,,HR 0.8,0.5,1.2,0.24,Not Significant,Not Adjusted,Extracted,,Retrospective observational study,275,"mainland China outside of Hubei Province, from December 18th, 2019 to March 8, 2020",,N,N
74,2020-04-02,"Clinical features of 95 sequential hospitalised patients with novel coronavirus 2019 disease (COVID-19), the first UK cohort",doi.org/10.1016/j.jinf.2020.04.020,Journal of Infection,,,,,,,,OR 0.84,0.31,2.32,0.74,Not Significant,Not Adjusted,Calculated,,Retrospective observational study,95,"North Bristol NHS Trust March 10 to March 30, 2020",,N,N
75,2020-04-01,Risk factors for severe corona virus disease 2019 (COVID-19) patients : a systematic review and meta analysis,https://doi.org/10.1101/2020.03.30.20047415,medRxiv,OR 1.61,1.25,2.07,,Significant,Not Adjusted,Extracted,,,,,,,,,Systematic review and meta-analysis,10 studies enrolling 1492 patients,"China National Knowledge Infrastructure (CNKI), Wanfang, Weipu, Chinese Biomedicine Literature Database (CBM-SinoMed), MEDLINE (via PubMed), EMBASE, Cochrane Central Register and Web of science searched through  8 March 2023",,N,N
76,2020-03-30,"Suspected myocardial injury in patients with COVID-19: Evidence from front-line clinical observation in Wuhan, China",https://doi.org/10.1016/j.ijcard.2020.03.087,International Journal of Cardiology,OR 1.79,0.84,3.85,0.13,Not Significant,Not Adjusted,Calculated,,,,,,,,,Retrospective observational study,112,"Renmin Hospital of Wuhan Univeristy from  January 6 to February 20, 2020",,N,N
77,2020-03-30,"A Multi-hospital Study in Wuhan, China: Protective Effects of Non-menopause and Female Hormones on SARS-CoV-2 infection",http://doi.org/10.1101/2020.03.26.20043943,medRxiv,OR 1.95,1.12,3.39,0.02,Significant,Not Adjusted,Calculated,,,,,,,,,Cross-sectional study,1902,"Patients from three branches of Tongji Hospital (Sino-French New City Branch and Optical Valley Branch) and Mobile Cabin Hospital between Jan 28 and March 8, 2020",,Y,N
78,2020-03-30,Development and external validation of a prognostic multivariable model on admission for hospitalized patients with COVID-19,https://doi.org/10.1101/2020.03.28.20045997,medRxiv,,,,,,,,OR 0.74,0.47,1.16,0.19,Not Significant,Not Adjusted,Calculated,,Retrospective observational study,299,Tongji Hospital from Jan to Feb 2020,,N,Y
79,2020-03-30,A Machine Learning Model Reveals Older Age and Delayed Hospitalization as Predictors of Mortality in Patients with COVID-19,https://doi.org/10.1101/2020.03.25.20043331,medRxiv,,,,,,,,OR 2.38,1.21,4.71,0.01,Significant,Not Adjusted,Calculated,,Cross-sectional study,222,"Kaggle dataset of COVID-19 patients 13th January to 28th February, 2020",,N,Y
80,2020-03-30,A Machine Learning Model Reveals Older Age and Delayed Hospitalization as Predictors of Mortality in Patients with COVID-19,https://doi.org/10.1101/2020.03.25.20043331,medRxiv,,,,,,,,OR: 2.38,1.21,4.71,0.01,Significant,Not Adjusted,Calculated,,Retrospective observational study,222,"Kaggle dataset of COVID-19 patients 13th January to 28th February, 2020",,N,Y
81,2020-03-30,"A Multi-hospital Study in Wuhan, China: Protective Effects of Non-menopause and Female Hormones on SARS-CoV-2 infection",http://doi.org/10.1101/2020.03.26.20043943,medRxiv,OR 1.08,0.9,1.29,0.42,Not Significant,Not Adjusted,Calculated,OR 3.23,1.81,5.76,<0.01,Significant,Not Adjusted,Calculated,,Cross-sectional study,1902,"Patients from three branches of Tongji Hospital (Sino-French New City Branch and Optical Valley Branch) and Mobile Cabin Hospital between Jan 28 and March 8, 2020",,N,N
82,2020-03-30,"Risk Factors Associated with Clinical Outcomes in 323 COVID-19 Patients in Wuhan, China",https://doi.org/10.1101/2020.03.25.20037721,medRxiv,,,,,,,,,,,,,,,,Retrospective observational study,323,"Tianyou Hospital from January 8 to February 20, 2020",,N,N
83,2020-03-30,Sex Differences in Severity and Mortality Among Patients With COVID-19: Evidence from Pooled Literature Analysis and Insights from Integrated Bioinformatic Analysis,https://arxiv.org/abs/2003.13547,arxiv,OR 1.63,1.28,2.06,,Significant,Not Adjusted,Extracted,OR: 1.71,1.51,1.93,,Significant,Not Adjusted,Extracted,,Systematic review and meta-analysis,77932 patients from 39 studies,"PubMed, Web of Science, bioRxiv and MedRxiv through March 19, 2020",,N,N
84,2020-03-30,Prognostic factors for COVID-19 pneumonia progression to severe symptom based on the earlier clinical features: a retrospective analysis,http://doi.org/10.1101/2020.03.28.20045989,medRxiv,OR: 0.98,0.44,2.19,0.96,Not Significant,Not Adjusted,Calculated,,,,,,,,,Retrospective observational study,125,Only those with mild COVID-19 on admission w/length of stay >3 days and duration of infection > 7 days at Guangzhou Eighth People's Hospital from Jan 20-Feb 29.,,N,N
85,2020-03-30,Prognostic factors for COVID-19 pneumonia progression to severe symptom based on the earlier clinical features: a retrospective analysis,http://doi.org/10.1101/2020.03.28.20045989,,OR 0.98,0.44,2.19,0.96,Not Significant,Not Adjusted,Calculated,,,,,,,,,Retrospective observational study,125,"Guangzhou Eighth People’s Hospital from January 20 to February 29, 2020.",,N,N
86,2020-03-27,Predicting COVID-19 malignant progression with AI techniques,http://doi.org/10.1101/2020.03.20.20037325,medrxiv,OR 0.91,0.45,1.81,0.78,,,,,,,,,,,,Retrospective observational study,133,"Wuhan Pulmonary Hospital from January 3 to February 13, 2024",,N,N
87,2020-03-27,A comparison study of SARS-CoV-2 IgG antibody between male and female COVID-19 patients: a possible reason underlying different outcome between gender.,https://doi.org/10.1101/2020.03.26.20040709,medRxiv,OR 1.66,0.7,3.96,0.25,Not Significant,Not Adjusted,Calculated,,,,,,,,,Retrospective observational study,331,"Wuhan Union Hospital, Tongji Medical College of Huazhong university of Science and Technology.",,N,N
88,2020-03-27,"Lactate dehydrogenase, a Risk Factor of Severe COVID-19 Patients: A Retrospective and Observational Study",http://doi.org/10.1101/2020.03.24.20040162,medRxiv,OR 3.78,1.12,12.73,0.03,Significant,Not Adjusted,Calculated,,,,,,,,,Retrospective observational study,47,"Renmin Hospital of Wuhan University from February 1 to February 18, 2020 (followed up for 14 days)",,N,N
89,2020-03-27,"Lactate dehydrogenase, a Risk Factor of Severe COVID-19 Patients: A Retrospective and Observational Study",http://doi.org/10.1101/2020.03.24.20040162,medRxiv,OR 3.78,1.12,12.73,0.03,Significant,Not Adjusted,Extracted,,,,,,,,,Retrospective observational study,47,"Renmin Hospital of Wuhan University from February 1 to February 18, 2020 (followed up for 14 days)",,N,N
90,2020-03-26,"Clinical characteristics of COVID-19-infected cancer patients: A retrospective case study in three hospitals within Wuhan, China",https://doi.org/10.1016/j.annonc.2020.03.296,Annals of Oncology,HR 0.57,0.16,2.04,0.39,Not Significant,Not Adjusted,Extracted,,,,,,,,,Retrospective observational study,28,"Tongji Sino-French New Town Hospital, Union Red Cross Hospital and Union West Hospital, all affiliated with the Tongji Medical College of Huazhong University of Science and Technology. Hospitalized cancer patients diagnosed with COVID-9 infection were identified between Jan 13, 2020 and Feb 26, 2020",,Y,N
91,2020-03-26,"Analysis of clinical characteristics and laboratory findings of 95 cases of 2019 novel coronavirus pneumonia in Wuhan, China: a retrospective analysis",doi.org/10.1186/s12931-020-01338-8,Respiratory Research,OR 1.59,0.62,4.07,0.34,Not Significant,Not Adjusted,Calculated,,,,,,,,,Retrospective observational study,95,"Wuhan Xinzhou District People’s Hospital from January 16th to February 25th, 2020",,Y,N
92,2020-03-26,Metabolic disturbances and inflammatory dysfunction predict severity of coronavirus disease 2019 (COVID-19): a retrospective study,https://doi.org/10.1101/2020.03.24.20042283,medRxiv,OR 2.63,1.03,6.7,0.04,Significant,,Calculated,,,,,,,,,Prospective observational study,97,"Renmin Hospital of Wuhan University Feb 9-28, 2020 followed up through March 10",,N,N
93,2020-03-26,"A Multicentre Study of 2019 Novel Coronavirus Disease Outcomes of Cancer Patients in Wuhan, China",https://doi.org/10.1101/2020.03.21.20037127,medRxiv,OR 2.41,0.87,6.67,0.09,Not Significant,Not Adjusted,Calculated,,,,,,,,,Retrospective observational study,67,"Cancer patients with COVID-19 at four hospitals in Wuhan from Jan 5, 2020 to Feb 18, 2020",,N,N
94,2020-03-24,"Epidemiological and clinical features of 125 Hospitalized Patients with COVID-19 in Fuyang, Anhui, China Epidemiological and clinical features of 125 Hospitalized Patients with COVID-19 in Fuyang, Anhui, China",http://doi.org/10.1016/j.ijid.2020.03.070,International Journal of Infectious Diseases,OR 1.45,0.59,3.6,0.42,Not Significant,Not Adjusted,Calculated,,,,,,,,,Prospective observational study,125,"NO.2 People’s Hospital of Fuyang City Jan 20 - Feb 9, 2020",,Y,N
95,2020-03-24,"Myocardial injury is associated with in-hospital mortality of confirmed or suspected COVID-19 in Wuhan, China: A single center retrospective cohort study",https://doi.org/10.1101/2020.03.21.20040121,medRxiv,,,,,,,Male gender,OR 1.14,0.32,4.14,0.84,Not Significant,Not Adjusted,Calculated,,Retrospective observational study,110,Patients from Wuhan No.1 Hospital from Dec 25th to Feb 15th.,,N,N
96,2020-03-23,"Characteristics of patients with COVID-19 during epidemic ongoing outbreak in Wuhan, China",https://doi.org/10.1101/2020.03.19.20033175,medRxiv,,,,,,,,OR 1.63,1.03,2.57,0.04,Significant,Not Adjusted,Calculated,,Retrospective observational study,403,"Eastern Campus of Renmin Hospital, Wuhan University from Jan 30 to Feb 25, 2020",,N,Y
97,2020-03-23,Prognostic value of C-reactive protein in patients with COVID-19,https://doi.org/10.1101/2020.03.21.20040360,medRxiv,,,,,,,,OR: 1.80,1.07,3.0,0.03,Significant,Not Adjusted,Calculated,,Retrospective observational study,298,"Eastern Campus of Renmin Hospital of Wuhan University from Jan 30 to Feb 20, 2023",,N,Y
98,2020-03-23,Potential Factors for Prediction of Disease Severity of COVID-19 Patients,https://doi.org/10.1101/2020.03.20.20039818,medRxiv,,,,,,,,,,,,,,,,Retrospective observational study,"Chongqing Public Health Medical Center from February 11 , 2020 to February 28",,,N,N
99,2020-03-23,Epidemiological and clinical characteristics of COVID-19 in Shenzhen the largest migrant city of China,https://doi.org/10.1101/2020.03.22.20035246,medRxiv,OR 2.1,1.04,4.28,0.04,Significant,Not Adjusted,Calculated,,,,,,,,,Retrospective observational study,417,"Shenzhen from Jan 1 to Feb 28, 2020",,N,N
