,Date,Study,Study Link,Journal,Severe,Severe lower bound,Severe upper bound,Severe p-value,Severe Significant,Severe Adjusted,Severe Calculated,Fatality,Fatality lower bound,Fatality upper bound,Fatality p-value,Fatality Significant,Fatality Adjusted,Fatality Calculated,Multivariate adjustment,Study Type,Sample Size,Study Population,Added on,Critical only,Discharged vs. death?
67,2020-04-03,History of coronary heart disease increases the mortality rate of COVID-19 patients: a nested case-control study,https://doi.org/10.1101/2020.03.23.20041848,medRxiv,,,,,,,,AHR 3.0,1.8,5.0,<0.01,Significant,Adjusted,Extracted,,Retrospective observational study,275,"mainland China outside of Hubei Province, from December 18th, 2019 to March 8, 2028",,N,N
68,2020-04-03,History of coronary heart disease increases the mortality rate of COVID-19 patients: a nested case-control study,https://doi.org/10.1101/2020.03.23.20041848,medRxiv,,,,,,,,HR 4.2,2.5,7.1,<0.01,Significant,Not Adjusted,Extracted,,Retrospective observational study,275,"mainland China outside of Hubei Province, from December 18th, 2019 to March 8, 2021",,N,N
69,2020-04-02,"Clinical features of 95 sequential hospitalised patients with novel coronavirus 2019 disease (COVID-19), the first UK cohort",doi.org/10.1016/j.jinf.2020.04.020,Journal of Infection,,,,,,,,OR 2.35,0.79,6.96,0.12,Not Significant,Not Adjusted,Calculated,,Retrospective observational study,95,"North Bristol NHS Trust March 10 to March 30, 2020",,N,N
70,2020-04-01,"Effects of hypertension, diabetes and coronary heart disease on COVID-19 diseases severity: a systematic review and meta-analysis",https://doi.org/10.1101/2020.03.25.20043133,medRxiv,OR 2.85,1.68,4.84,<0.01,Significant,Not Adjusted,Extracted,,,,,,,,,Systematic review and meta-analysis,6 studies enrolling 1720 patients,"PubMed (1970-2020.03.06, English), Web of science (1950-2020.03.06, English), China National Knowledge Infrastructure Database (CNKI, 1979-2020.03.06, Chinese), WanFang Database (1970-2020.03.06, Chinese), and VIP Database (1970-2020.03.06, Chinese)",,N,N
71,2020-04-01,Risk factors for severe corona virus disease 2019 (COVID-19) patients : a systematic review and meta analysis,https://doi.org/10.1101/2020.03.30.20047415,medRxiv,OR 2.76,1.39,5.45,,Significant,Not Adjusted,Extracted,,,,,,,,,Systematic review and meta-analysis,7 studies enrolling 906 patients,"China National Knowledge Infrastructure (CNKI), Wanfang, Weipu, Chinese Biomedicine Literature Database (CBM-SinoMed), MEDLINE (via PubMed), EMBASE, Cochrane Central Register and Web of science searched through  8 March 2025",,N,N
72,2020-03-27,"A New Predictor of Disease Severity in Patients with COVID-19 in Wuhan, China",http://doi.org/10.1101/2020.03.24.20042119,medRxiv,OR 3.13,1.33,7.35,<0.01,Significant,Not Adjusted,Calculated,,,,,,,,,Prospective observational study,377,"Central Hospital of Wuhan from January 1 to February 28, 2020",,N,N
73,2020-03-23,"Characteristics of patients with COVID-19 during epidemic ongoing outbreak in Wuhan, China",https://doi.org/10.1101/2020.03.19.20033175,medRxiv,,,,,,,,OR 2.70,1.34,5.43,<0.01,Not Significant,Not Adjusted,Calculated,,Retrospective observational study,403,"Eastern Campus of Renmin Hospital, Wuhan University from Jan 30 to Feb 25, 2020",,N,Y
74,2020-03-23,Prognostic value of C-reactive protein in patients with COVID-19,https://doi.org/10.1101/2020.03.21.20040360,medRxiv,,,,,,,,OR: 2.83,1.25,6.4,0.01,Significant,Not Adjusted,Calculated,,Retrospective observational study,298,"Eastern Campus of Renmin Hospital of Wuhan University from Jan 30 to Feb 20, 2020",,N,Y
75,2020-03-23,"Clinical Characteristics of Coronavirus Disease 2019 in Hainan, China [medrxiv]",https://doi.org/10.1101/2020.03.19.20038539,medRxiv,OR: 4.2,1.27,13.9,0.02,Significant,Not Adjusted,Calculated,,,,,,,,,Retrospective observational study,168,Hainan province from 22 January 2020 to 14 March 2021,,N,N
76,2020-03-23,"Clinical Characteristics of Coronavirus Disease 2019 in Hainan, China",https://doi.org/10.1101/2020.03.19.20038539,medRxiv,OR 4.20,1.27,13.94,0.02,Significant,Not Adjusted,Calculated,,,,,,,,,Retrospective observational study,168,Hainan province from 22 January 2020 to 14 March 2020,,N,N
77,2020-03-21,The clinical characteristics of COVID-19: a retrospective analysis of 104 patients from the outbreak on board the Diamond Princess cruise ship in Japan,https://doi.org/10.1101/2020.03.18.20038125,medRxiv,OR 1.88,0.68,5.23,0.23,Not Significant,Not Adjusted,Calculated,,,,,,,,,Retrospective observational study,104,"Diamond Princess cruise ship passengers and crew (followed  from 11th-26th Feb, 2020)",,N,N
78,2020-03-20,Non-severe vs severe symptomatic COVID-19: 104 cases from the outbreak on the cruise ship Â“Diamond PrincessÂ” in Japan,https://doi.org/10.1101/2020.03.18.20038125,medRxiv,,,,,,,Calculated,OR 1.44,0.58,3.58,0.43,Not Significant,Not Adjusted,Extracted,,Retrospective observational study,71,71 patients on board the Diamond Princess cruise ship with laboratory-confirmed COVID-19 who were symptomatic at the end of the observation,,N,N
79,2020-03-16,Systematic review and meta-analysis of predictive symptoms and comorbidities for severe COVID-19 infection,https://www.medrxiv.org/content/10.1101/2020.03.15.20035360v1.full.pdf,medRxiv,OR 4.44,2.64,7.47,<0.01,Significant,Not Adjusted,Extracted,,,,,,,,,Systematic review and meta-analysis,5 studies enrolling 212 patients,"MEDLINE, EMBASE and Global Health, from 1st January 2019 to 5th March 2020",,Y,N
80,2020-03-16,Systematic review and meta-analysis of predictive symptoms and comorbidities for severe COVID-19 infection,https://www.medrxiv.org/content/10.1101/2020.03.15.20035360v1.full.pdf,medRxiv,OR 2.70,1.52,4.8,<0.01,Significant,Not Adjusted,Extracted,,,,,,,,,Systematic review and meta-analysis,3 studies enrolling 53 patients,"MEDLINE, EMBASE and Global Health, from 1st January 2019 to 5th March 2020",,N,N
81,2020-03-15,Coronavirus Disease 2019 in elderly patients: characteristics and prognostic factors based on 4-week follow-up,https://doi.org/10.1016/j.jinf.2020.03.021,Journal of Infection,,,,,,,,AHR 1.86,1.06,3.26,0.03,Significant,Adjusted,Extracted,,Prospective observational study,339,"age over 60 years old admitted to Renmin Hospital of Wuhan University from Jan 1 to Feb 6, 2020 (followed up until March 5)",,N,N
82,2020-03-13,Epidemiological characteristics of confirmed COVID-19 cases in Tianjin,https://doi.org/10.3760/cma.j.cn112338-20200221-00146,Chinese Journal of Epidemiology,OR 1.05,1.06,1.08,,Significant,Not Adjusted,Extracted,,,,,,,,,Cross-sectional study,135,Tianjin from Jan 11-Feb 14,,N,N
83,2020-03-12,Prevalence of comorbidities and its effects in patients infected with SARS-CoV-2: a systematic review and meta-analysis,https://doi.org/10.1016/j.ijid.2020.03.017,International Journal of Infectious Diseases,OR 3.42,1.88,6.22,,Significant,Not Adjusted,Extracted,,,,,,,,,Systematic review and meta-analysis,1576,"PubMed, EMBASE, and Web of Science databases from Jan 1, 2020 to Feb 25, 2020",,N,N
84,2020-03-10,Prognostic value of NT-proBNP in patients with severe COVID-19,https://doi.org/10.1101/2020.03.07.20031575,Respiratory Research,,,,,,,,HR 2.65 (95% CI: 0.99-7.09),,,,Significant,Not Adjusted,Extracted,,Prospective observational study,54,Hubei General Hospital (followed for 15 days),,N,N
85,2020-03-06,Analysis of myocardial injury in patients with COVID-19 and association between concomitant cardiovascular diseases and severity of COVID-25,https://www.ncbi.nlm.nih.gov/pubmed/32141280,Chinese Journal of Cardiovascular Diseases,AOR 16.61,2.29,120.58,<0.01,Significant,Adjusted,Extracted,,,,,,,,,Cross-sectional study,150,"Tongji Hospital, excluding those with acute myocardial infarction",,N,N
86,2020-03-06,Analysis of myocardial injury in patients with COVID-19 and association between concomitant cardiovascular diseases and severity of COVID-22,https://www.ncbi.nlm.nih.gov/pubmed/32141280,Chinese Journal of Cardiovascular Diseases,OR 13.67,3.14,59.53,<0.01,Significant,Not Adjusted,Extracted,,,,,,,,,Cross-sectional study,150,"Tongji Hospital, excluding those with acute myocardial infarction",,N,N
87,2020-03-06,"Epidemiological and clinical features of 291 cases with coronavirus disease 2019 in areas adjacent to Hubei, China: a double-center observational study",https://doi.org/10.1101/2020.03.03.20030353,medRxiv,OR 3.71,1.13,12.22,0.03,Significant,Not Adjusted,Calculated,,,,,,,,,Retrospective observational study,291,"First Hospital of Changsha and Loudi Central Hospital from January 23 to February 14, 2020, followed up to Feb 20, 2020",,N,N
88,2020-03-06,"Epidemiological and clinical features of 291 cases with coronavirus disease 2019 in areas adjacent to Hubei, China: a double-center observational study [medrxiv]",https://doi.org/10.1101/2020.03.03.20030356,medRxiv,OR 3.71,1.13,12.2,0.03,Significant,Not Adjusted,Calculated,,,,,,,,,Retrospective observational study,291,"First Hospital of Changsha and Loudi Central Hospital from January 23 to February 14, 2020, followed up to Feb 20, 2021",,N,N
89,2020-03-05,Prevalence of comorbidities in the novel Wuhan coronavirus (COVID-19) infection: a systematic review and meta-analysis,https://www.ncbi.nlm.nih.gov/pubmed/32173574,International Journal of Infectious Diseases,OR 3.42,1.88,6.22,,Significant,Not Adjusted,Extracted,,,,,,,,,Systematic review and meta-analysis,4 studies enrolling 1174 subjects,"PubMed, EMBASE, and Web of Science published between Jan 1 and Feb 25 2020",,N,N
90,2020-03-04,"Clinical Features of Patients Infected with the 2019 Novel Coronavirus (COVID-19) in Shanghai, China",https://doi.org/10.1101/2020.03.04.20030395,medRxiv,OR 8.78,2.46,31.26,<0.01,Significant,Not Adjusted,Calculated,,,,,,,,,Cross-sectional study,198,Shanghai Public Health Clinical Centre from January 20 up to February 15,,Y,N
91,2020-03-02,"Clinical features and outcomes of 221 patients with COVID-19 in Wuhan, China",https://doi.org/10.1101/2020.03.02.20030452,medRxiv,OR 5.40,2.16,13.49,<0.01,Significant,Not Adjusted,Calculated,,,,,,,,,Retrospective observational study,221,"Zhongnan Hospital of Wuhan University from January 2 to February 10, 2020 (followed-up through Feb 15)",,N,N
92,2020-02-28,Clinical Characteristics of Coronavirus Disease 2019 in China,https://www.ncbi.nlm.nih.gov/pubmed/32109013/,New England Journal of Medicine,OR 4.74,1.84,12.16,<0.01,Significant,Not Adjusted,Calculated,,,,,,,,,Retrospective observational study,1099,"552 hospitals in China between Dec 11, 2020 to Jan 29, 2020",,Y,N
93,2020-02-28,Clinical Characteristics of Coronavirus Disease 2019 in China,https://www.ncbi.nlm.nih.gov/pubmed/32109013/,New England Journal of Medicine,OR 3.28,1.48,7.29,<0.01,Significant,Not Adjusted,Calculated,,,,,,,,,Retrospective observational study,1099,"552 hospitals in China between Dec 11, 2020 to Jan 29, 2020",,N,N
94,2020-02-23,ACP risk grade: a simple mortality index for patients with confirmed or suspected severe acute respiratory syndrome coronavirus 2 disease (COVID-19) during the early stage of outbreak in Wuhan China,https://doi.org/10.1101/2020.02.20.20025510,medRxiv,OR 1.97,0.91,4.25,0.09,Not Significant,Not Adjusted,Calculated,,,,,,,,,Retrospective observational study,577,"Wuhan Hankou Hospital from Jan 21 to Feb 5, 2020",,N,N
95,2020-02-20,Clinical characteristics and outcomes of 112 cardiovascular disease patients infected by 2019-nCoV,https://doi.org/10.3760/cma.j.cn112148-20200220-00105,Chinese Journal of Cardiovascular Disease,,,,,,,,OR 7.66,1.66,35.35,0.01,Significant,Not Adjusted,Calculated,,Retrospective observational study,112,"West Hospital of Wuhan Union Hospital from January 20, 2020 to February 15, 2020",,N,Y
96,2020-02-09,Clinical characteristics of 2019 novel coronavirus infection in China,https://doi.org/10.1101/2020.02.06.20020974,New England Journal of Medicine,OR 3.28,1.48,7.29,<0.01,Significant,Not Adjusted,Calculated,,,,,,,,,Retrospective observational study,1099,"552 hospitals in China between Dec 11, 2020 to Jan 29, 2020",,N,N
97,2020-02-07,"Clinical Characteristics of 138 Hospitalized Patients With 2019 Novel Coronavirus-Infected Pneumonia in Wuhan, China",https://www.ncbi.nlm.nih.gov/pubmed/32031570,JAMA,OR 2.76,1.03,7.35,0.04,Significant,Not Adjusted,Calculated,,,,,,,,,Case series,138,"Zhongnan Hospital of Wuhan University from January 1 to January 28, 2020 (followed up through February 3)",,Y,N
